3200000,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0163934426,0,0.9836065574,0.0322580645,0,0.9677419355,0.0476190476,0,0.9523809524,240,248,252,,,,,,,,,,,,,
11,0.016,0,0.984,0.0352941176,0,0.9647058824,0.0501930502,0,0.9498069498,246,255,259,,,,,,,,,,,,,
19200000,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.019138756,0,0.980861244,0.028436019,0,0.971563981,0.0465116279,0,0.9534883721,205,211,215,,,,,,,,,,,,,
1,0.0142180095,0,0.9857819905,0.0280373832,0,0.9719626168,0.037037037,0,0.962962963,208,214,216,,,,,,,,,,,,,
2,0.009478673,0,0.990521327,0.023364486,0,0.976635514,0.0412844037,0,0.9587155963,209,214,218,,,,,,,,,,,,,
3,0.0138248848,0,0.9861751152,0.0446428571,0,0.9553571429,0.0403587444,0,0.9596412556,214,224,223,,,,,,,,,,,,,
4,0.0046948357,0,0.9953051643,0.0185185185,0,0.9814814815,0.0139534884,0,0.9860465116,212,216,215,,,,,,,,,,,,,
5,0.0170940171,0,0.9829059829,0.0254237288,0,0.9745762712,0.0416666667,0,0.9583333333,230,236,240,,,,,,,,,,,,,
6,0.0255319149,0,0.9744680851,0.0418410042,0,0.9581589958,0.0458333333,0,0.9541666667,229,239,240,,,,,,,,,,,,,
7,0.0185185185,0,0.9814814815,0.0230414747,0,0.9769585253,0.0319634703,0,0.9680365297,212,217,219,,,,,,,,,,,,,
8,0.0184331797,0,0.9815668203,0.0184331797,0,0.9815668203,0.0273972603,0,0.9726027397,213,217,219,,,,,,,,,,,,,
9,0.0260416667,0,0.9739583333,0.0360824742,0,0.9639175258,0.0459183673,0,0.9540816327,187,194,196,,,,,,,,,,,,,
10,0.0095238095,0,0.9904761905,0.0234741784,0,0.9765258216,0.037037037,0,0.962962963,208,213,216,,,,,,,,,,,,,
11,0.0185185185,0,0.9814814815,0.0363636364,0,0.9636363636,0.0535714286,0,0.9464285714,212,220,224,,,,,,,,,,,,,
22400000,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0166666667,0,0.9833333333,0.0220994475,0,0.9779005525,0.0483870968,0,0.9516129032,177,181,186,,,,,,,,,,,,,
1,0.0162162162,0,0.9837837838,0.0267379679,0,0.9732620321,0.0319148936,0,0.9680851064,182,187,188,,,,,,,,,,,,,
2,0.0107526882,0,0.9892473118,0.0264550265,0,0.9735449735,0.0366492147,0,0.9633507853,184,189,191,,,,,,,,,,,,,
3,0.0101522843,0,0.9898477157,0.039408867,0,0.960591133,0.0346534653,0,0.9653465347,195,203,202,,,,,,,,,,,,,
4,0.0053191489,0,0.9946808511,0.0157894737,0,0.9842105263,0.0209424084,0,0.9790575916,187,190,191,,,,,,,,,,,,,
5,0.019138756,0,0.980861244,0.019138756,0,0.980861244,0.028436019,0,0.971563981,205,209,211,,,,,,,,,,,,,
6,0.0252525253,0,0.9747474747,0.039800995,0,0.960199005,0.0445544554,0,0.9554455446,193,201,202,,,,,,,,,,,,,
