2,0.020361991,0,0.9796380091,0.0864978903,0,0.9135021097,0.0441501104,0,0.9558498896,433,474,453,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0200892857,0,0.9799107143,0.0738396624,0,0.9261603376,0.0393873085,0,0.9606126915,439,474,457,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0221238938,0,0.9778761062,0.0829875519,0,0.9170124481,0.0391304348,0,0.9608695652,442,482,460,,,,,,,,,,,,,,,,,,,,,,,,,,
9600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0209424084,0,0.9790575916,0.0719602978,0,0.9280397022,0.0434782609,0,0.9565217391,374,403,391,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0148367953,0,0.9851632047,0.0828729282,0,0.9171270718,0.0376811594,0,0.9623188406,332,362,345,0.0179108849,0,0.9820891151,0.0788752459,0,0.9211247541,0.0400073957,0,,,,,,,,,,,,,,,,,,
2,0.0171428571,0,0.9828571429,0.0777479893,0,0.9222520107,0.0391061453,0,0.9608938547,344,373,358,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0171919771,0,0.9828080229,0.0779569892,0,0.9220430108,0.0445682451,0,0.9554317549,343,372,359,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0224719101,0,0.9775280899,0.0769230769,0,0.9230769231,0.0386740331,0,0.9613259669,348,377,362,,,,,,,,,,,,,,,,,,,,,,,,,,
12800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0214723926,0,0.9785276074,0.067251462,0,0.932748538,0.042042042,0,0.957957958,319,342,333,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.017921147,0,0.982078853,0.0805369128,0,0.9194630872,0.0452961672,0,0.9547038328,274,298,287,0.0202809112,0,0.9797190888,0.0780974829,0,0.9219025171,0.0422194099,0,,,,,,,,,,,,,,,,,,
2,0.0197368421,0,0.9802631579,0.0773993808,0,0.9226006192,0.0448717949,0,0.9551282051,298,323,312,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0237288136,0,0.9762711864,0.0828025478,0,0.9171974522,0.04,0,0.96,288,314,300,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0197368421,0,0.9802631579,0.0716510903,0,0.9283489097,0.0387096774,0,0.9612903226,298,321,310,,,,,,,,,,,,,,,,,,,,,,,,,,
16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0251798561,0,0.9748201439,0.0750853242,0,0.9249146758,0.049122807,0,0.950877193,271,293,285,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0204081633,0,0.9795918367,0.0804597701,0,0.9195402299,0.04,0,0.96,240,261,250,0.0193259952,0,0.9806740048,0.0780501041,0,0.9219498959,0.0387391158,0,,,,,,,,,,,,,,,,,,
2,0.0183150183,0,0.9816849817,0.0790378007,0,0.9209621993,0.0428571429,0,0.9571428571,268,291,280,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0230769231,0,0.9769230769,0.0797101449,0,0.9202898551,0.0378787879,0,0.9621212121,254,276,264,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.015503876,0,0.984496124,0.0729927007,0,0.9270072993,0.0342205323,0,0.9657794677,254,274,263,,,,,,,,,,,,,,,,,,,,,,,,,,
19200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.025210084,0,0.974789916,0.072,0,0.928,0.0491803279,0,0.9508196721,232,250,244,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0179372197,0,0.9820627803,0.0759493671,0,0.9240506329,0.0394736842,0,0.9605263158,219,237,228,0.0173446433,0,0.9826553567,0.0717002196,0,0.9282997804,0.0371112077,0,,,,,,,,,,,,,,,,,,
2,0.0168067227,0,0.9831932773,0.0677290837,0,0.9322709163,0.0409836066,0,0.9590163934,234,251,244,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0174672489,0,0.9825327511,0.0702479339,0,0.9297520661,0.0301724138,0,0.9698275862,225,242,232,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.017167382,0,0.982832618,0.0728744939,0,0.9271255061,0.0378151261,0,0.962184874,229,247,238,,,,,,,,,,,,,,,,,,,,,,,,,,
22400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0146341463,0,0.9853658537,0.0648148148,0,0.9351851852,0.0380952381,0,0.9619047619,202,216,210,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0247524752,0,0.9752475248,0.0751173709,0,0.9248826291,0.0483091787,0,0.9516908213,197,213,207,0.0182710539,0,0.9817289461,0.0734624756,0,0.9265375244,0.0415086394,0,,,,,,,,,,,,,,,,,,
2,0.0188679245,0,0.9811320755,0.067264574,0,0.932735426,0.0458715596,0,0.9541284404,208,223,218,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0096618357,0,0.9903381643,0.07239819,0,0.92760181,0.0330188679,0,0.9669811321,205,221,212,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0198019802,0,0.9801980198,0.0790697674,0,0.9209302326,0.0388349515,0,0.9611650485,198,215,206,,,,,,,,,,,,,,,,,,,,,,,,,,
25600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0157894737,0,0.9842105263,0.065,0,0.935,0.0459183673,0,0.9540816327,187,200,196,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0115606936,0,0.9884393064,0.0706521739,0,0.9293478261,0.0393258427,0,0.9606741573,171,184,178,0.0138028718,0,0.9861971282,0.0680762163,0,0.9319237837,0.033795255,0,,,,,,,,,,,,,,,,,,
2,0.0158730159,0,0.9841269841,0.0653266332,0,0.9346733668,0.0412371134,0,0.9587628866,186,199,194,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0111111111,0,0.9888888889,0.0582010582,0,0.9417989418,0.0165745856,0,0.9834254144,178,189,181,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0166666667,0,0.9833333333,0.078125,0,0.921875,0.0380434783,0,0.9619565217,177,192,184,,,,,,,,,,,,,,,,,,,,,,,,,,
28800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0175438596,0,0.9824561404,0.0666666667,0,0.9333333333,0.0454545455,0,0.9545454545,168,180,176,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0125786164,0,0.9874213836,0.0710059172,0,0.9289940828,0.0484848485,0,0.9515151515,157,169,165,0.0155670143,0,0.9844329857,0.0664734681,0,0.9335265319,0.0379992314,0,,,,,,,,,,,,,,,,,,
2,0.0186335404,0,0.9813664596,0.0705882353,0,0.9294117647,0.0424242424,0,0.9575757576,158,170,165,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0062111801,0,0.9937888199,0.0588235294,0,0.9411764706,0.018404908,0,0.981595092,160,170,163,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0248447205,0,0.9751552795,0.0654761905,0,0.9345238095,0.0426829268,0,0.9573170732,157,168,164,,,,,,,,,,,,,,,,,,,,,,,,,,
32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0066225166,0,0.9933774834,0.0625,0,0.9375,0.0384615385,0,0.9615384615,150,160,156,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0138888889,0,0.9861111111,0.0718954248,0,0.9281045752,0.0340136054,0,0.9659863946,142,153,147,0.0137581647,0,0.9862418353,0.0666869974,0,0.9333130026,0.0303948398,0,,,,,,,,,,,,,,,,,,
2,0.0137931034,0,0.9862068966,0.0653594771,0,0.9346405229,0.0402684564,0,0.9597315436,143,153,149,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0068027211,0,0.9931972789,0.0580645161,0,0.9419354839,0.0135135135,0,0.9864864865,146,155,148,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0205479452,0,0.9794520548,0.0714285714,0,0.9285714286,0.0337837838,0,0.9662162162,143,154,148,,,,,,,,,,,,,,,,,,,,,,,,,,
